,8,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,
ratio,0.81,0.81,0.8,0.79,0.77,0.76,0.75,0.74,0.73,0.72,0.71,0.7,0.68,0.67,0.66,0.65,
